Chr,Gene,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr3,PF3D7_0316500,0.202,-3.327,56,2
chr3,PF3D7_0316600,0.869,-2.06,45,6
chr3,PF3D7_0316700,0.121,-3.11,33,4
chr3,PF3D7_0316800,0.133,-3.103,4,1
chr3,PF3D7_0316900,1,-2.411,214,10
chr3,PF3D7_0317000,0.191,-2.809,32,2
chr3,PF3D7_0317100,1,-0.276,458,14
chr3,PF3D7_0317200,0.325,-2.565,681,27
chr3,PF3D7_0317300,0.12,-3.118,406,1
chr3,PF3D7_0317400,0.127,-2.853,71,3
chr3,PF3D7_0317500,1,-0.249,1262,39
chr3,PF3D7_0317600,0.987,-2.687,14,2
chr3,PF3D7_0317700,0.408,-2.51,157,2
chr3,PF3D7_0317800,0.12,-2.987,90,4
chr3,PF3D7_0317900,0.128,-3.294,164,5
chr3,PF3D7_0318000,0.611,-2.268,108,4
chr3,PF3D7_0318100,0.926,-2.4,51,3
chr3,PF3D7_0318200,0.144,-2.838,1297,53
chr3,PF3D7_0318300,0.996,-2.963,419,25
chr3,PF3D7_0318400,0.993,-2.155,304,15
chr3,PF3D7_0318500,1,-1.816,1758,23
chr3,PF3D7_0318600,0.138,-2.812,312,9
chr3,PF3D7_0318700,0.975,-1.256,68,8
chr3,PF3D7_0318800,0.799,-2.996,105,5
chr3,PF3D7_0318900,0.12,-2.902,187,8
chr3,PF3D7_0319000,1,-0.599,366,19
chr3,PF3D7_0319100,0.987,-1.971,13,1
chr3,PF3D7_0319200,1,-1.786,515,29
chr3,PF3D7_0319300,0.986,-1.899,13,1
chr3,PF3D7_0319400,1,0.037,322,9
chr3,PF3D7_0319500,0.869,-2.193,131,11
chr3,PF3D7_0319600,0.155,-2.75,64,4
chr3,PF3D7_0319700,0.547,-3.154,1523,38
chr3,PF3D7_0319800,0.469,-3.138,196,8
chr3,PF3D7_0319900,0.156,-2.675,79,2
chr3,PF3D7_0320000,0.513,0,20,4
chr3,PF3D7_0320100,0.163,-3.721,21,2
chr3,PF3D7_0320200,1,-2.188,242,11
chr3,PF3D7_0320300,0.119,-3.368,42,1
chr3,PF3D7_0320400,1,0.285,2365,57
chr3,PF3D7_0320500,0.145,-3.167,142,7
chr3,PF3D7_0320600,0.608,-3.221,19,1
chr3,PF3D7_0320700,0.5,0,46,5
chr3,PF3D7_0320800,1,-1.795,8,1
chr3,PF3D7_0320900,0.16,-3.448,3,1
chr3,PF3D7_0321000,0.213,-2.651,262,7
chr3,PF3D7_0321100,1,-2.053,1005,22
chr3,PF3D7_0321200,0.131,-2.94,111,12
chr3,PF3D7_0321300,1,-2.265,1336,44
chr3,PF3D7_0321400,0.31,-2.59,86,2
chr3,PF3D7_0321500,1,0.011,901,36
chr3,PF3D7_0321600,1,0.124,353,13
chr3,PF3D7_0321700,0.163,-2.773,1127,28
chr3,PF3D7_0321800,0.243,-2.635,2874,26
chr3,PF3D7_0321900,0.187,-2.781,746,25
chr3,PF3D7_0322000,1,0,17,3
chr3,PF3D7_0322100,0.901,-2.393,218,5
chr3,PF3D7_0322200,0.693,-0.397,437,18
chr3,PF3D7_0322300,0.199,-2.812,182,11
chr3,PF3D7_0322400,0.146,-2.823,479,20
chr3,PF3D7_0322500,0.987,-2.083,125,6
chr3,PF3D7_0322600,1,-2.863,1669,56
chr3,PF3D7_0322700,0.14,-2.941,1368,16
chr3,PF3D7_0322800,1,-0.976,87,4
chr3,PF3D7_0322900,0.13,-2.796,12,1
chr3,PF3D7_0323000,0.178,-3.031,4,1
chr3,PF3D7_0323100,0.131,-2.925,947,36
chr3,PF3D7_0323200,0.122,-3.225,183,9
chr3,PF3D7_0323300,0.131,-3.005,146,7
chr3,PF3D7_0323400,0.988,-2.702,386,43
chr3,PF3D7_0323500,0.122,-2.931,60,4
chr3,PF3D7_0323600,0.2,-3.309,148,8
chr3,PF3D7_0323700,0.432,-2.425,245,14
chr3,PF3D7_0323800,1,-2.909,233,13
chr3,PF3D7_0323900,1,-1.825,,
chr3,PF3D7_0324000,1,-2.579,,
chr3,PF3D7_0324100,0.999,-2.453,,
chr3,PF3D7_0324200,0.795,-1.67,,
chr3,PF3D7_0324300,0.151,-2.817,,
chr3,PF3D7_0324400,1,-0.673,,
chr3,PF3D7_0324500,0.898,-2.014,,
chr3,PF3D7_0324600,0.967,-2.076,,
chr3,PF3D7_0324700,0.966,-2.193,,
chr3,PF3D7_0324800,1,-2.954,,
chr4,PF3D7_0400100,1,-0.358,,
chr4,PF3D7_0400200,0.245,-2.598,,
chr4,PF3D7_0400300,0.137,-2.792,,
chr4,PF3D7_0400400,0.977,-2.248,,
chr4,PF3D7_0400500,1,-2.303,,
chr4,PF3D7_0400600,0.146,-2.793,,
chr4,PF3D7_0400700,0.221,-2.502,,
chr4,PF3D7_0400800,1,-0.988,,
chr4,PF3D7_0400900,0.12,-2.908,,
chr4,PF3D7_0401000,0.647,-2.308,,
chr4,PF3D7_0401100,0.128,-2.665,,
chr4,PF3D7_0401200,0.981,-2.383,,
chr4,PF3D7_0401300,0.408,-2.476,,
chr4,PF3D7_0401400,0.145,-2.706,,
chr4,PF3D7_0401500,0.42,-2.547,,
chr4,PF3D7_0401600,0.962,-2.624,1197,91
chr4,PF3D7_0401700,0.957,-2.627,,
chr4,PF3D7_0401800,0.837,-2.347,334,22
chr4,PF3D7_0401900,1,-0.574,1768,54
chr4,PF3D7_0402000,0.202,-2.787,537,53
chr4,PF3D7_0402100,1,-0.876,288,16
chr4,PF3D7_0402200,1,0.291,,
chr4,PF3D7_0402300,1,-2.533,4614,29
chr4,PF3D7_0402400,0.813,-2.989,182,29
chr4,PF3D7_0402500,0.177,-2.846,,
chr4,PF3D7_0402600,1,-1.57,524,20
chr4,PF3D7_0402700,1,-0.852,,
chr4,PF3D7_0402800,1,-2.199,,
chr4,PF3D7_0402900,0.202,0.236,78,6
chr4,PF3D7_0403100,0.141,-2.908,298,9
chr4,PF3D7_0403200,1,-0.513,227,6
chr4,PF3D7_0403300,0.165,-3.237,67,5
chr4,PF3D7_0403400,0.936,-2.787,2169,11
chr4,PF3D7_0403500,0.197,-3.366,97,7
chr4,PF3D7_0403600,0.944,-1.816,475,29
chr4,PF3D7_0403700,0.979,-2.886,442,28
chr4,PF3D7_0403800,0.128,-2.948,424,15
chr4,PF3D7_0403900,1,-1.974,756,24
chr4,PF3D7_0404000,1,-1.56,23,1
chr4,PF3D7_0404100,1,-0.435,344,4
chr4,PF3D7_0404200,0.126,-3.009,64,3
chr4,PF3D7_0404300,0.999,-1.699,284,11
chr4,PF3D7_0404400,1,-1.727,94,7
chr4,PF3D7_0404500,0.123,-3.017,260,28
chr4,PF3D7_0404600,1,-1.095,1372,4
chr4,PF3D7_0404700,0.166,-2.81,308,14
chr4,PF3D7_0404800,1,0.299,403,19
chr4,PF3D7_0404900,0.799,-3.133,220,13
chr4,PF3D7_0405000,0.131,-3.135,214,8
chr4,PF3D7_0405100,0.318,-2.636,647,17
chr4,PF3D7_0405200,0.513,-2.366,93,5
chr4,PF3D7_0405300,1,-0.408,1333,1
chr4,PF3D7_0405400,0.17,-2.781,813,29
chr4,PF3D7_0405500,0.581,-0.532,155,5
chr4,PF3D7_0405600,0.122,-3.091,73,4
chr4,PF3D7_0405700,1,-1.317,1716,28
chr4,PF3D7_0405800,0.12,-2.867,28,2
chr4,PF3D7_0405900,1,-1.636,399,18
chr4,PF3D7_0406000,0.165,-2.811,223,10
chr4,PF3D7_0406100,0.353,-2.635,23,1
chr4,PF3D7_0406200,0.158,0,29,5
chr4,PF3D7_0406400,0.592,-1.357,49,3
chr4,PF3D7_0406500,1,-1.598,113,1
chr4,PF3D7_0406600,0.126,0,39,2
chr4,PF3D7_0406700,0.119,-3.106,323,11
chr4,PF3D7_0406800,0.205,-2.7,74,4
chr4,PF3D7_0406900,1,-1.779,1139,19
chr4,PF3D7_0407000,0.127,-3.118,222,15
chr4,PF3D7_0407100,0.786,-2.53,130,6
chr4,PF3D7_0407200,0.297,-2.499,95,2
chr4,PF3D7_0407300,0.119,-3.016,183,11
chr4,PF3D7_0407400,1,0.358,60,4
chr4,PF3D7_0407500,0.145,-3.036,59,4
chr4,PF3D7_0407600,1,-2.501,735,11
chr4,PF3D7_0407700,1,-1.61,247,4
chr4,PF3D7_0407800,0.22,-2.733,734,28
chr4,PF3D7_0407900,1,-1.68,139,6
chr4,PF3D7_0408000,0.418,-2.249,93,10
chr4,PF3D7_0408100,1,-1.888,571,20
chr4,PF3D7_0408200,0.196,-2.626,305,10
chr4,PF3D7_0408300,1,-1.863,140,3
chr4,PF3D7_0408400,0.127,-2.866,135,6
chr4,PF3D7_0408500,0.999,-0.586,167,8
chr4,PF3D7_0408600,1,-1.302,1230,56
chr4,PF3D7_0408700,1,-1.461,833,62
chr4,PF3D7_0408800,0.892,-2.905,97,7
chr4,PF3D7_0408900,0.138,-2.739,293,11
chr4,PF3D7_0409000,1,-0.787,2064,28
chr4,PF3D7_0409100,0.125,-3.04,142,9
chr4,PF3D7_0409200,0.198,-2.798,104,6
chr4,PF3D7_0409300,0.654,-3.042,573,15
chr4,PF3D7_0409400,1,-0.609,186,5
chr4,PF3D7_0409500,0.127,-2.948,33,3
chr4,PF3D7_0409600,0.434,-2.586,409,21
chr4,PF3D7_0409700,0.134,-2.626,65,2
chr4,PF3D7_0409800,0.119,-3.047,254,12
chr4,PF3D7_0409900,0.783,-2.424,98,2
chr4,PF3D7_0410000,0.859,-2.864,247,12
chr4,PF3D7_0410300,1,-2.399,379,25
chr4,PF3D7_0410400,0.154,-2.939,61,1
chr4,PF3D7_0410500,0.119,-2.819,42,5
chr4,PF3D7_0410600,0.16,-3.223,44,1
chr4,PF3D7_0410700,0.177,-2.785,226,9
chr4,PF3D7_0410800,0.131,-2.926,1373,35
chr4,PF3D7_0410900,0.996,-2.419,359,16
chr4,PF3D7_0411000,1,-2.426,858,35
chr4,PF3D7_0411100,0.12,-3.056,43,4
chr4,PF3D7_0411200,0.122,-2.96,738,30
chr4,PF3D7_0411300,0.142,-3.128,386,18
chr4,PF3D7_0411400,0.146,-3.217,698,22
chr4,PF3D7_0411500,,,2,1
chr4,PF3D7_0411600,,,1,1
chr4,PF3D7_0411700,0.27,0.191,86,3
chr4,PF3D7_0411800,1,-0.235,186,3
chr4,PF3D7_0411900,0.13,-2.963,697,30
chr4,PF3D7_0412000,0.967,-2.729,642,29
chr4,PF3D7_0412100,0.385,-2.485,125,16
chr4,PF3D7_0412200,1,-1.531,114,7
chr4,PF3D7_0412300,0.98,-2.835,353,49
chr4,PF3D7_0412400,0.999,-1.817,,
chr4,PF3D7_0412600,0.196,-2.544,,
chr4,PF3D7_0412700,1,1.497,,
chr4,PF3D7_0412900,1,-1.74,,
chr4,PF3D7_0413100,1,-1.604,,
chr4,PF3D7_0413200,0.79,-2.403,,
chr4,PF3D7_0413300,0.432,-2.453,,
chr4,PF3D7_0413400,0.997,-2.031,,
chr4,PF3D7_0413500,0.119,-3.017,25,4
chr4,PF3D7_0413600,0.191,-2.71,10,1
chr4,PF3D7_0413700,0.971,-2.569,27,2
chr4,PF3D7_0413800,0.152,-3.165,43,4
chr4,PF3D7_0413900,0.121,-2.916,147,7
chr4,PF3D7_0414000,0.142,-3.134,187,12
chr4,PF3D7_0414100,0.261,-2.488,684,45
chr4,PF3D7_0414200,0.131,-3.125,31,4
chr4,PF3D7_0414300,0.59,-2.141,24,2
chr4,PF3D7_0414400,1,-0.945,153,10
chr4,PF3D7_0414500,0.992,-2.762,29,1
chr4,PF3D7_0414600,0.677,-2.209,31,4
chr4,PF3D7_0414700,0.951,-0.11,133,11
chr4,PF3D7_0414800,1,0.483,95,4
chr4,PF3D7_0414900,0.682,-2.214,15,2
chr4,PF3D7_0415000,0.158,-3.251,35,2
chr4,PF3D7_0415100,0.133,-2.806,85,4
chr4,PF3D7_0415200,1,-0.623,1520,31
chr4,PF3D7_0415300,0.138,-2.825,288,18
chr4,PF3D7_0415400,0.13,-3.262,31,2
chr4,PF3D7_0415500,0.996,0,28,3
chr4,PF3D7_0415600,0.91,-2.385,45,4
chr4,PF3D7_0415700,0.122,-3,109,6
chr4,PF3D7_0415800,1,-0.641,872,38
chr4,PF3D7_0415900,0.123,-2.823,12,1
chr4,PF3D7_0416000,1,0.692,145,8
chr4,PF3D7_0416100,0.164,-2.831,185,14
chr4,PF3D7_0416200,0.431,-2.452,50,2
chr4,PF3D7_0416300,1,-2.279,300,10
chr4,PF3D7_0416400,0.401,-2.625,276,11
chr4,PF3D7_0416500,0.134,-2.987,56,3
chr4,PF3D7_0416600,0.12,-2.978,48,5
chr4,PF3D7_0416700,0.987,1.286,11,1
chr4,PF3D7_0416800,0.131,-2.831,8,2
chr4,PF3D7_0416900,0.227,-2.747,320,12
chr4,PF3D7_0417000,0.262,-2.667,34,4
chr4,PF3D7_0417100,1,0.504,23,3
chr4,PF3D7_0417200,0.125,-3.031,31,9
chr4,PF3D7_0417300,0.291,-3.298,61,5
chr4,PF3D7_0417400,0.17,-2.817,718,2
chr4,PF3D7_0417500,0.353,-2.456,58,2
chr4,PF3D7_0417600,1,-0.07,233,12
chr4,PF3D7_0417700,0.121,-2.858,146,5
chr4,PF3D7_0417800,1,-2.585,240,13
chr4,PF3D7_0417900,1,-0.805,562,38
chr4,PF3D7_0418000,1,-1.427,1721,12
chr4,PF3D7_0418100,0.23,-2.648,630,20
chr4,PF3D7_0418200,0.121,-3.135,47,3
chr4,PF3D7_0418300,1,0.944,571,17
chr4,PF3D7_0418400,0.289,-0.873,30,3
chr4,PF3D7_0418500,0.12,-3.04,25,4
chr4,PF3D7_0418600,1,-2.628,1060,27
chr4,PF3D7_0418700,0.119,-2.985,439,21
chr4,PF3D7_0418800,0.341,-2.465,32,2
chr4,PF3D7_0418900,0.197,-2.694,143,7
chr4,PF3D7_0419000,0.223,-2.463,185,6
chr4,PF3D7_0419100,0.143,-2.913,84,3
chr4,PF3D7_0419200,0.125,-3.136,33,1
chr4,PF3D7_0419300,0.164,-2.853,76,4
chr4,PF3D7_0419400,1,-2.128,1778,27
chr4,PF3D7_0419500,1,-1.237,195,11
chr4,PF3D7_0419600,0.998,-1.968,57,1
chr4,PF3D7_0419700,0.315,-3.44,124,10
chr4,PF3D7_0419800,0.208,-3.3,60,1
chr4,PF3D7_0419900,0.12,-3.011,760,1
chr4,PF3D7_0420000,1,-1.265,1229,7
chr4,PF3D7_0420100,0.125,-2.981,330,12
chr4,PF3D7_0420200,0.234,-2.64,478,43
chr4,PF3D7_0420300,0.401,-2.563,2601,23
chr4,PF3D7_0420400,0.164,-2.754,136,12
chr4,PF3D7_0420500,0.962,-0.762,77,2
chr4,PF3D7_0420600,0.143,-3.265,292,24
chr4,PF3D7_0420700,1,-1.925,,
chr4,PF3D7_0420900,0.99,-2.016,,
chr4,PF3D7_0421100,0.978,-2.103,,
chr4,PF3D7_0421200,1,-1.609,,
chr4,PF3D7_0421300,1,-1.121,,
chr4,PF3D7_0421500,0.992,-1.183,,
chr4,PF3D7_0421600,1,-1.272,,
chr4,PF3D7_0421700,1,-0.866,2775,23
chr4,PF3D7_0421800,0.119,-2.995,28,4
chr4,PF3D7_0421900,1,-2.4,36,3
chr4,PF3D7_0422000,0.22,-2.969,69,2
chr4,PF3D7_0422100,0.119,-2.978,218,14
chr4,PF3D7_0422200,1,-2.322,1872,5
chr4,PF3D7_0422300,0.966,-1.974,6,1
chr4,PF3D7_0422400,0.408,-2.526,16,1
chr4,PF3D7_0422500,0.123,-2.951,2028,51
chr4,PF3D7_0422600,1,1.421,24,2
chr4,PF3D7_0422700,0.134,-2.791,24,1
chr4,PF3D7_0422800,1,-0.746,203,17
chr4,PF3D7_0422900,0.121,-3.177,87,2
chr4,PF3D7_0423000,0.847,-1.845,164,10
chr4,PF3D7_0423100,0.223,-2.931,19,2
chr4,PF3D7_0423200,1,-1.349,29,2
chr4,PF3D7_0423300,0.696,-2.396,247,8
chr4,PF3D7_0423400,0.519,0,130,6
chr4,PF3D7_0423500,0.773,-2.279,32,1
chr4,PF3D7_0423600,0.126,-2.834,353,8
chr4,PF3D7_0423700,1,0,49,10
chr4,PF3D7_0423800,0.248,-2.623,157,13
chr4,PF3D7_0423900,0.46,0,170,14
chr4,PF3D7_0424000,0.999,1.309,301,14
chr4,PF3D7_0424100,0.126,-3.141,171,17
chr4,PF3D7_0424200,0.12,-2.964,991,32
chr4,PF3D7_0424300,1,-2.144,,
chr4,PF3D7_0424400,1,-1.171,1172,6
chr4,PF3D7_0424500,1,0.533,189,10
chr4,PF3D7_0424600,0.998,-0.203,125,25
chr4,PF3D7_0424700,1,0.721,98,4
chr4,PF3D7_0424800,1,-0.216,129,10
chr4,PF3D7_0424900,0.131,-3.07,166,26
chr4,PF3D7_0425000,0.128,-2.888,,
chr4,PF3D7_0425100,0.866,-2.541,191,31
chr4,PF3D7_0425200,1,0.74,269,43
chr4,PF3D7_0425300,0.151,-2.715,,
chr4,PF3D7_0425400,0.125,-2.73,,
chr4,PF3D7_0425500,0.971,-1.847,,
chr4,PF3D7_0425600,0.143,-2.769,,
chr4,PF3D7_0425700,0.9,0,,
chr4,PF3D7_0425800,1,-1.972,,
chr4,PF3D7_0425900,0.14,-2.764,,
chr5,PF3D7_0500100,1,-1.546,,
chr5,PF3D7_0500200,0.143,-3.421,,
chr5,PF3D7_0500300,0.271,-2.525,,
chr5,PF3D7_0500400,0.282,-2.591,,
chr5,PF3D7_0500500,0.647,-2.263,,
chr5,PF3D7_0500600,0.861,-2.215,,
chr5,PF3D7_0500700,0.998,-1.921,,
chr5,PF3D7_0500800,1,-1.237,93,4
chr5,PF3D7_0500900,0.584,-3.095,195,12
chr5,PF3D7_0501000,0.979,-0.91,77,11
chr5,PF3D7_0501100,0.166,-2.499,60,6
chr5,PF3D7_0501200,0.988,-2.573,151,20
chr5,PF3D7_0501300,1,-1.196,285,43
chr5,PF3D7_0501400,1,-0.032,31,1
chr5,PF3D7_0501500,0.999,-2.948,60,7
chr5,PF3D7_0501600,0.13,-3.205,57,17
chr5,PF3D7_0501700,1,-1.314,213,16
chr5,PF3D7_0501800,0.168,-2.708,428,27
chr5,PF3D7_0501900,1,-2.59,99,8
chr5,PF3D7_0502000,0.154,-3.264,511,23
chr5,PF3D7_0502100,0.127,-2.998,103,9
chr5,PF3D7_0502200,0.137,-2.922,184,8
chr5,PF3D7_0502300,0.943,-2.528,115,2
chr5,PF3D7_0502400,1,0.666,584,23
chr5,PF3D7_0502500,0.128,-2.943,283,11
chr5,PF3D7_0502600,0.944,-2.951,742,17
chr5,PF3D7_0502700,0.921,-2.769,101,3
chr5,PF3D7_0502800,0.423,-2.99,47,2
chr5,PF3D7_0502900,0.182,-2.777,14,2
chr5,PF3D7_0503000,0.12,-2.854,80,3
chr5,PF3D7_0503100,0.17,-3.264,376,20
chr5,PF3D7_0503200,0.141,-3.285,682,34
chr5,PF3D7_0503300,0.866,-2.989,62,3
chr5,PF3D7_0503400,0.121,-3.113,3,1
chr5,PF3D7_0503500,1,-0.289,493,15
chr5,PF3D7_0503600,0.99,-2.544,205,9
chr5,PF3D7_0503800,0.122,0,11,2
chr5,PF3D7_0503900,0.66,-3.021,239,17
chr5,PF3D7_0504000,0.149,-2.822,1120,27
chr5,PF3D7_0504100,0.229,-2.856,44,3
chr5,PF3D7_0504200,0.142,-2.793,177,10
chr5,PF3D7_0504300,0.965,-2.539,109,4
chr5,PF3D7_0504400,0.119,-2.91,273,18
chr5,PF3D7_0504500,1,2.161,55,4
chr5,PF3D7_0504600,0.999,-1.662,44,2
chr5,PF3D7_0504700,1,-2.667,0,0
chr5,PF3D7_0504800,0.985,-2.72,1020,12
chr5,PF3D7_0504900,1,0.833,16,2
chr5,PF3D7_0505000,0.179,-2.825,551,6
chr5,PF3D7_0505100,0.239,-2.679,821,13
chr5,PF3D7_0505200,0.848,-2.884,233,6
chr5,PF3D7_0505300,0.984,-1.055,190,8
chr5,PF3D7_0505400,0.137,-2.905,187,6
chr5,PF3D7_0505500,0.696,-2.407,252,13
chr5,PF3D7_0505600,0.252,-2.721,145,4
chr5,PF3D7_0505700,1,1.421,390,17
chr5,PF3D7_0505800,0.143,-2.803,7,1
chr5,PF3D7_0505900,0.808,-2.634,32,1
chr5,PF3D7_0506000,0.15,-3.387,96,4
chr5,PF3D7_0506100,0.366,-3.407,46,2
chr5,PF3D7_0506200,0.175,-2.784,120,9
chr5,PF3D7_0506300,0.165,-3.308,177,10
chr5,PF3D7_0506400,0.126,-3.113,36,2
chr5,PF3D7_0506500,1,-1.284,684,6
chr5,PF3D7_0506600,0.856,-2.229,,
chr5,PF3D7_0506700,0.126,-2.927,522,21
chr5,PF3D7_0506800,1,-1.502,453,18
chr5,PF3D7_0506900,0.135,-3.16,348,46
chr5,PF3D7_0507000,0.119,-3.723,25,1
chr5,PF3D7_0507100,0.178,-2.643,47,2
chr5,PF3D7_0507200,1,0.379,232,11
chr5,PF3D7_0507300,1,-2.405,851,47
chr5,PF3D7_0507400,0.998,-0.799,41,2
chr5,PF3D7_0507500,0.42,-2.54,251,16
chr5,PF3D7_0507600,0.119,-3.091,272,16
chr5,PF3D7_0507700,0.12,-2.935,114,4
chr5,PF3D7_0507800,1,-1.716,515,3
chr5,PF3D7_0507900,0.226,0,31,1
chr5,PF3D7_0508000,0.12,-2.938,547,64
chr5,PF3D7_0508100,0.155,-2.708,759,28
chr5,PF3D7_0508200,0.394,-2.571,23,1
chr5,PF3D7_0508300,0.122,-3.009,49,3
chr5,PF3D7_0508400,0.194,-2.594,133,4
chr5,PF3D7_0508500,0.177,-2.704,682,16
chr5,PF3D7_0508600,1,-1.874,235,21
chr5,PF3D7_0508700,0.181,-2.754,637,16
chr5,PF3D7_0508800,0.151,-2.837,67,5
chr5,PF3D7_0508900,1,-0.647,471,1
chr5,PF3D7_0509000,0.363,0,43,1
chr5,PF3D7_0509100,0.128,-2.845,576,27
chr5,PF3D7_0509200,0.703,-2.94,117,6
chr5,PF3D7_0509300,0.213,-2.688,34,5
chr5,PF3D7_0509400,0.126,-2.929,1414,24
chr5,PF3D7_0509500,0.119,-3.048,89,5
chr5,PF3D7_0509600,0.12,-3.018,278,13
chr5,PF3D7_0509700,0.125,-2.914,155,5
chr5,PF3D7_0509800,0.134,-3.011,525,13
chr5,PF3D7_0509900,0.177,-3.412,71,4
chr5,PF3D7_0510000,1,-0.587,164,5
chr5,PF3D7_0510100,0.369,-2.606,1524,25
chr5,PF3D7_0510200,0.206,-2.598,185,3
chr5,PF3D7_0510300,0.177,-2.919,31,1
chr5,PF3D7_0510400,0.151,-2.816,137,10
chr5,PF3D7_0510500,0.12,-3.151,145,10
chr5,PF3D7_0510700,1,-1.251,112,6
chr5,PF3D7_0510800,0.996,-0.933,137,6
chr5,PF3D7_0511000,0.994,0.283,18,2
chr5,PF3D7_0511100,0.413,-3.168,26,4
chr5,PF3D7_0511200,1,-1.018,88,6
chr5,PF3D7_0511300,1,-2.558,942,40
chr5,PF3D7_0511400,1,-1.094,484,59
chr5,PF3D7_0511500,1,-1.927,1248,8
chr5,PF3D7_0511600,0.125,-3.068,46,2
chr5,PF3D7_0511700,0.123,-3.581,61,4
chr5,PF3D7_0511800,1,0.93,83,1
chr5,PF3D7_0511900,0.191,-2.777,247,11
chr5,PF3D7_0512000,0.709,0,10,1
chr5,PF3D7_0512100,0.301,-3.471,39,5
chr5,PF3D7_0512200,0.133,-2.816,426,19
chr5,PF3D7_0512300,0.154,-2.78,43,2
chr5,PF3D7_0512400,0.142,-3.021,122,8
chr5,PF3D7_0512450,0.98,-2.956,,
chr5,PF3D7_0512500,0.174,-3.29,221,9
chr5,PF3D7_0512600,0.122,-3.249,8,2
chr5,PF3D7_0512700,0.214,-3.229,66,3
chr5,PF3D7_0512800,0.119,-3.039,256,14
chr5,PF3D7_0512900,0.999,0.666,90,3
chr5,PF3D7_0513000,0.127,-3.279,40,2
chr5,PF3D7_0513100,0.127,-3.081,26,2
chr5,PF3D7_0513200,0.12,-3.081,1121,16
chr5,PF3D7_0513300,1,-2.123,44,10
chr5,PF3D7_0513400,0.121,-2.922,49,4
chr5,PF3D7_0513500,0.342,-3.364,10,1
chr5,PF3D7_0513600,0.132,-2.883,862,34
chr5,PF3D7_0513700,0.137,-3.141,247,13
chr5,PF3D7_0513800,0.232,-2.589,10,1
chr5,PF3D7_0513900,0.122,-2.943,96,1
chr5,PF3D7_0514000,0.925,-2.672,43,2
chr5,PF3D7_0514100,1,-1.856,535,17
chr5,PF3D7_0514200,0.981,-2.411,360,16
chr5,PF3D7_0514300,0.148,-2.8,762,30
chr5,PF3D7_0514500,1,0.596,61,3
chr5,PF3D7_0514600,0.124,-3.134,26,2
chr5,PF3D7_0514700,1,-2.145,415,16
chr5,PF3D7_0514800,0.128,-3.316,634,27
chr5,PF3D7_0514900,0.12,-3.054,216,16
chr5,PF3D7_0515000,1,-2.274,377,21
chr5,PF3D7_0515100,0.258,-2.688,229,8
chr5,PF3D7_0515200,0.302,-3.442,60,4
chr5,PF3D7_0515300,0.242,-2.674,320,12
chr5,PF3D7_0515400,1,-2.668,290,13
chr5,PF3D7_0515500,1,-0.338,1117,55
chr5,PF3D7_0515600,1,-1.945,436,14
chr5,PF3D7_0515700,0.994,-1.939,43,5
chr5,PF3D7_0515800,0.165,-3.944,18,1
chr5,PF3D7_0515900,0.645,-2.94,31,1
chr5,PF3D7_0516000,0.12,-3.091,423,21
chr5,PF3D7_0516100,1,-1.696,701,7
chr5,PF3D7_0516200,0.144,-3.08,9,1
chr5,PF3D7_0516300,0.998,-2.549,248,25
chr5,PF3D7_0516400,0.151,-2.827,94,3
chr5,PF3D7_0516500,0.87,1.215,65,2
chr5,PF3D7_0516600,0.128,-3.064,814,29
chr5,PF3D7_0516700,0.613,-1.588,264,8
chr5,PF3D7_0516800,1,-1.215,439,19
chr5,PF3D7_0516900,0.979,-1.816,22,2
chr5,PF3D7_0517000,0.128,0,11,1
chr5,PF3D7_0517100,0.129,-3.189,143,6
chr5,PF3D7_0517200,0.99,-2.667,389,20
chr5,PF3D7_0517300,0.822,-2.528,17,1
chr5,PF3D7_0517400,0.123,-2.94,378,26
chr5,PF3D7_0517500,1,-1.555,185,18
chr5,PF3D7_0517600,1,-0.154,77,7
chr5,PF3D7_0517700,0.147,-2.861,32,1
chr5,PF3D7_0517800,0.237,-2.461,99,3
chr5,PF3D7_0517900,0.146,-2.923,114,3
chr5,PF3D7_0518000,1,0.42,98,4
chr5,PF3D7_0518100,1,-2.261,865,39
chr5,PF3D7_0518200,0.353,0,28,1
chr5,PF3D7_0518300,0.135,-3.04,33,2
chr5,PF3D7_0518400,1,0.493,44,3
chr5,PF3D7_0518500,0.515,-2.462,390,14
chr5,PF3D7_0518600,1,-2.345,412,15
chr5,PF3D7_0518700,1,-1.712,561,15
chr5,PF3D7_0518800,0.972,-2.538,72,5
chr5,PF3D7_0518900,0.185,-2.703,75,1
chr5,PF3D7_0519000,0.138,-3.207,113,8
chr5,PF3D7_0519100,0.282,-2.673,15,1
chr5,PF3D7_0519200,0.776,0,17,7
chr5,PF3D7_0519300,0.175,-3.179,303,25
chr5,PF3D7_0519400,0.88,-2.297,19,5
chr5,PF3D7_0519500,1,-2.086,734,22
chr5,PF3D7_0519600,0.347,-2.545,337,10
chr5,PF3D7_0519700,0.318,-2.421,49,4
chr5,PF3D7_0519800,0.459,-2.562,210,8
chr5,PF3D7_0519900,0.119,-2.945,278,7
chr5,PF3D7_0520000,0.128,-2.999,9,1
chr5,PF3D7_0520100,0.12,-3.017,264,13
chr5,PF3D7_0520200,0.122,-3.005,326,13
chr5,PF3D7_0520300,0.431,0,17,2
chr5,PF3D7_0520400,0.836,-3.049,70,4
